city,timestamp,temperature,season
New York,2010-01-01,4.561611199686597,winter
New York,2010-01-02,0.8115638888260422,winter
New York,2010-01-03,2.659888219762483,winter
New York,2010-01-04,4.611540680934372,winter
New York,2010-01-05,6.953233061129385,winter
New York,2010-01-06,-0.6727058008681017,winter
New York,2010-01-07,-0.4640640766827315,winter
New York,2010-01-08,5.348653513570466,winter
New York,2010-01-09,5.597505202398223,winter
New York,2010-01-10,3.9848625745593487,winter
New York,2010-01-11,-9.3074587036797,winter
New York,2010-01-12,4.30296697865295,winter
New York,2010-01-13,-4.483868797477715,winter
New York,2010-01-14,1.3194433232604381,winter
New York,2010-01-15,3.738836562267526,winter
New York,2010-01-16,6.963417305713595,winter
New York,2010-01-17,-6.3958600644816705,winter
New York,2010-01-18,-9.706039724355767,winter
New York,2010-01-19,1.3325470517041003,winter
New York,2010-01-20,2.4091208087860845,winter
New York,2010-01-21,6.689508329284125,winter
New York,2010-01-22,-0.883300164391415,winter
New York,2010-01-23,6.64710270559513,winter
New York,2010-01-24,-6.770107384986092,winter
New York,2010-01-25,-11.02889452577513,winter
New York,2010-01-26,3.6013582592216764,winter
New York,2010-01-27,4.074336151037617,winter
New York,2010-01-28,3.5192143522350188,winter
New York,2010-01-29,1.0914956208074087,winter
New York,2010-01-30,-6.967837745338061,winter
New York,2010-01-31,8.912366625443461,winter
New York,2010-02-01,2.761255374224418,winter
New York,2010-02-02,-3.967440623003053,winter
New York,2010-02-03,4.451891753033475,winter
New York,2010-02-04,-2.0963121965614944,winter
New York,2010-02-05,2.99080287137848,winter
New York,2010-02-06,-6.219483250341289,winter
New York,2010-02-07,-0.24709741955603243,winter
New York,2010-02-08,-3.3073131859465645,winter
New York,2010-02-09,-0.4365879753684516,winter
New York,2010-02-10,-2.702992939107264,winter
New York,2010-02-11,-0.7053712468752187,winter
New York,2010-02-12,-1.878719343877996,winter
New York,2010-02-13,8.817513152074358,winter
New York,2010-02-14,-1.4487151321597234,winter
New York,2010-02-15,-9.990317617558581,winter
New York,2010-02-16,-0.6472539428784897,winter
New York,2010-02-17,4.433694429982826,winter
New York,2010-02-18,-5.047842445827484,winter
New York,2010-02-19,-3.289431727469631,winter
New York,2010-02-20,-4.971050845468135,winter
New York,2010-02-21,-0.8010461658852129,winter
New York,2010-02-22,2.2723564333482997,winter
New York,2010-02-23,5.54243426926782,winter
New York,2010-02-24,5.275548097428104,winter
New York,2010-02-25,1.4055843204925162,winter
New York,2010-02-26,-6.086016309944603,winter
New York,2010-02-27,0.4669579218289593,winter
New York,2010-02-28,-1.0174807209273813,winter
New York,2010-03-01,13.704751824478492,spring
New York,2010-03-02,8.728107212457799,spring
New York,2010-03-03,11.967495624535358,spring
New York,2010-03-04,9.731746630834195,spring
New York,2010-03-05,12.692626845083172,spring
New York,2010-03-06,12.552343794964761,spring
New York,2010-03-07,10.465181892251127,spring
New York,2010-03-08,9.549340448627524,spring
New York,2010-03-09,14.402989488297742,spring
New York,2010-03-10,7.277671567568902,spring
New York,2010-03-11,6.391395202348203,spring
New York,2010-03-12,10.205006885748498,spring
New York,2010-03-13,11.071619763278369,spring
New York,2010-03-14,7.499102050654999,spring
New York,2010-03-15,7.315839175236208,spring
New York,2010-03-16,8.346631413076999,spring
New York,2010-03-17,15.080270575937243,spring
New York,2010-03-18,3.718270808453874,spring
New York,2010-03-19,9.87104373740353,spring
New York,2010-03-20,6.383408639488,spring
New York,2010-03-21,18.440203793839363,spring
New York,2010-03-22,6.85161526978289,spring
New York,2010-03-23,10.303753185374507,spring
New York,2010-03-24,8.57571569026101,spring
New York,2010-03-25,19.876498408097802,spring
New York,2010-03-26,16.100859318033436,spring
New York,2010-03-27,15.199164145388739,spring
New York,2010-03-28,13.592824622873625,spring
New York,2010-03-29,10.218792323116158,spring
New York,2010-03-30,13.786043917841724,spring
New York,2010-03-31,16.53832861439925,spring
New York,2010-04-01,13.199984257249922,spring
New York,2010-04-02,18.85920789857891,spring
New York,2010-04-03,9.58000997521239,spring
New York,2010-04-04,11.760958373757965,spring
New York,2010-04-05,14.074954970128303,spring
New York,2010-04-06,0.6645259352857735,spring
New York,2010-04-07,12.027802419895103,spring
New York,2010-04-08,11.609615582317085,spring
New York,2010-04-09,19.38351036381767,spring
New York,2010-04-10,9.641555742204805,spring
New York,2010-04-11,10.691194215185032,spring
New York,2010-04-12,7.375263877347893,spring
New York,2010-04-13,5.916053490028259,spring
New York,2010-04-14,11.796901165509357,spring
New York,2010-04-15,10.93914331208703,spring
New York,2010-04-16,7.506234973909338,spring
New York,2010-04-17,13.15074663909631,spring
New York,2010-04-18,11.489773821993545,spring
New York,2010-04-19,11.881181257165032,spring
New York,2010-04-20,8.30798650068672,spring
New York,2010-04-21,8.257571342051017,spring
New York,2010-04-22,14.523686537019977,spring
New York,2010-04-23,10.408585544257429,spring
New York,2010-04-24,19.435064806793036,spring
New York,2010-04-25,9.634839353385459,spring
New York,2010-04-26,18.180519149229575,spring
New York,2010-04-27,3.459921901450982,spring
New York,2010-04-28,10.40269693625444,spring
New York,2010-04-29,4.336988728419739,spring
New York,2010-04-30,1.4227832345489428,spring
New York,2010-05-01,16.754240365928936,spring
New York,2010-05-02,15.523597223462126,spring
New York,2010-05-03,16.820461206353908,spring
New York,2010-05-04,11.80285427294042,spring
New York,2010-05-05,17.05454912149519,spring
New York,2010-05-06,14.06715136257571,spring
New York,2010-05-07,10.94501043327406,spring
New York,2010-05-08,13.990413265063989,spring
New York,2010-05-09,1.9787035582722226,spring
New York,2010-05-10,9.37568274619232,spring
New York,2010-05-11,4.7915078270493625,spring
New York,2010-05-12,9.626008169390708,spring
New York,2010-05-13,5.419035978117139,spring
New York,2010-05-14,11.230269199882052,spring
New York,2010-05-15,15.500440797905185,spring
New York,2010-05-16,5.31739543532935,spring
New York,2010-05-17,8.106663373711347,spring
New York,2010-05-18,13.411414209520547,spring
New York,2010-05-19,11.697332994057248,spring
New York,2010-05-20,4.242426954770826,spring
New York,2010-05-21,11.897739051001103,spring
New York,2010-05-22,14.809650089739929,spring
New York,2010-05-23,19.365667872098072,spring
New York,2010-05-24,7.908467872201298,spring
New York,2010-05-25,5.373631566525,spring
New York,2010-05-26,19.007920066325614,spring
New York,2010-05-27,16.435103749490498,spring
New York,2010-05-28,19.918820385276806,spring
New York,2010-05-29,11.81135052588729,spring
New York,2010-05-30,8.407788144005666,spring
New York,2010-05-31,9.239852213414679,spring
New York,2010-06-01,25.836309257524803,summer
New York,2010-06-02,23.0008167014858,summer
New York,2010-06-03,25.243685654588013,summer
New York,2010-06-04,24.769662037902343,summer
New York,2010-06-05,23.377744229681795,summer
New York,2010-06-06,25.28716397146179,summer
New York,2010-06-07,36.65866846800526,summer
New York,2010-06-08,22.074277761119998,summer
New York,2010-06-09,31.186916331504534,summer
New York,2010-06-10,27.522390004110882,summer
New York,2010-06-11,29.21894247707194,summer
New York,2010-06-12,24.425057302143003,summer
New York,2010-06-13,32.66880081799686,summer
New York,2010-06-14,27.79424610772301,summer
New York,2010-06-15,25.244824455880405,summer
New York,2010-06-16,27.359096393736806,summer
New York,2010-06-17,21.724522857223533,summer
New York,2010-06-18,22.521526355702733,summer
New York,2010-06-19,18.97266640626578,summer
New York,2010-06-20,28.928301107036212,summer
New York,2010-06-21,29.80318432745202,summer
New York,2010-06-22,29.134935764768912,summer
New York,2010-06-23,25.516583539228336,summer
New York,2010-06-24,26.927480256229874,summer
New York,2010-06-25,8.925242724075794,summer
New York,2010-06-26,27.75065618304562,summer
New York,2010-06-27,31.322523497229927,summer
New York,2010-06-28,26.72955022986504,summer
New York,2010-06-29,22.239884850982904,summer
New York,2010-06-30,22.176842473785904,summer
New York,2010-07-01,27.10024649585132,summer
New York,2010-07-02,31.30057827441452,summer
New York,2010-07-03,18.75269210388236,summer
New York,2010-07-04,26.109129673736447,summer
New York,2010-07-05,38.02661639200229,summer
New York,2010-07-06,26.42512370670508,summer
New York,2010-07-07,20.452413870745822,summer
New York,2010-07-08,26.098432084886664,summer
New York,2010-07-09,17.94492798327122,summer
New York,2010-07-10,23.51448545606369,summer
New York,2010-07-11,24.389558962292963,summer
New York,2010-07-12,38.2679855168991,summer
New York,2010-07-13,21.925607299517665,summer
New York,2010-07-14,18.874456388472815,summer
New York,2010-07-15,20.257148726043365,summer
New York,2010-07-16,33.25479202983606,summer
New York,2010-07-17,21.443344603855447,summer
New York,2010-07-18,19.550782029387648,summer
New York,2010-07-19,26.16728080480671,summer
New York,2010-07-20,20.2146858802612,summer
New York,2010-07-21,28.282475854756058,summer
New York,2010-07-22,18.54121288449407,summer
New York,2010-07-23,19.912987338855746,summer
New York,2010-07-24,21.28733806796147,summer
New York,2010-07-25,21.12795883441433,summer
New York,2010-07-26,29.431420251568916,summer
New York,2010-07-27,14.574444986455173,summer
New York,2010-07-28,26.487884765965752,summer
New York,2010-07-29,27.280153540941544,summer
New York,2010-07-30,23.68207568432763,summer
New York,2010-07-31,16.238170799235327,summer
New York,2010-08-01,22.4615103458595,summer
New York,2010-08-02,21.84411444651192,summer
New York,2010-08-03,18.76085408166437,summer
New York,2010-08-04,19.01222313564258,summer
New York,2010-08-05,27.548460400531937,summer
New York,2010-08-06,18.29465163421805,summer
New York,2010-08-07,19.09327110013725,summer
New York,2010-08-08,28.580057675759317,summer
New York,2010-08-09,18.07093779486516,summer
New York,2010-08-10,24.201956933331807,summer
New York,2010-08-11,24.313178472932353,summer
New York,2010-08-12,31.08058364364406,summer
New York,2010-08-13,25.01429777221534,summer
New York,2010-08-14,28.24404790437002,summer
New York,2010-08-15,30.245951243189573,summer
New York,2010-08-16,23.099867576562712,summer
New York,2010-08-17,34.2380751284974,summer
New York,2010-08-18,12.902046674401248,summer
New York,2010-08-19,22.22898930946264,summer
New York,2010-08-20,22.46604856910338,summer
New York,2010-08-21,24.53409005447206,summer
New York,2010-08-22,19.438468956916495,summer
New York,2010-08-23,14.019136413675584,summer
New York,2010-08-24,19.298009115108616,summer
New York,2010-08-25,22.464537024776995,summer
New York,2010-08-26,28.892595885847857,summer
New York,2010-08-27,14.686093065303773,summer
New York,2010-08-28,21.019268252508066,summer
New York,2010-08-29,27.196182974009204,summer
New York,2010-08-30,27.64657141799943,summer
New York,2010-08-31,28.71381318406903,summer
New York,2010-09-01,20.681263247515467,autumn
New York,2010-09-02,19.672103421480045,autumn
New York,2010-09-03,13.792035256388075,autumn
New York,2010-09-04,4.24165284519213,autumn
New York,2010-09-05,19.426110934075908,autumn
New York,2010-09-06,10.338429767452766,autumn
New York,2010-09-07,15.137416083566954,autumn
New York,2010-09-08,7.018930845407865,autumn
New York,2010-09-09,22.150477043687413,autumn
New York,2010-09-10,15.790740975802862,autumn
New York,2010-09-11,8.337445150146156,autumn
New York,2010-09-12,11.156133248847448,autumn
New York,2010-09-13,16.83293999255296,autumn
New York,2010-09-14,15.897107585580601,autumn
New York,2010-09-15,17.858436807619526,autumn
New York,2010-09-16,8.38078209252823,autumn
New York,2010-09-17,13.188228755392881,autumn
New York,2010-09-18,7.8228937264656215,autumn
New York,2010-09-19,12.805832092430483,autumn
New York,2010-09-20,13.230364988257893,autumn
New York,2010-09-21,16.48075879619454,autumn
New York,2010-09-22,15.904714007338967,autumn
New York,2010-09-23,12.3305551906982,autumn
New York,2010-09-24,17.111723641456827,autumn
New York,2010-09-25,7.525228426489909,autumn
New York,2010-09-26,14.740421425062241,autumn
New York,2010-09-27,11.615587204171163,autumn
New York,2010-09-28,12.792622276971041,autumn
New York,2010-09-29,7.7537543665246496,autumn
New York,2010-09-30,20.467544056609125,autumn
New York,2010-10-01,11.291286537665032,autumn
New York,2010-10-02,7.991922345873661,autumn
New York,2010-10-03,14.115326817662748,autumn
New York,2010-10-04,19.067188260508864,autumn
New York,2010-10-05,5.852110626582416,autumn
New York,2010-10-06,23.51939629994155,autumn
New York,2010-10-07,21.231457744477993,autumn
New York,2010-10-08,18.71922662213126,autumn
New York,2010-10-09,22.422512260003987,autumn
New York,2010-10-10,14.180254602420876,autumn
New York,2010-10-11,22.190165600970133,autumn
New York,2010-10-12,16.912116136373307,autumn
New York,2010-10-13,12.766672675891042,autumn
New York,2010-10-14,13.338652757237169,autumn
New York,2010-10-15,18.2587781110778,autumn
New York,2010-10-16,15.162634544067753,autumn
New York,2010-10-17,13.970779897907365,autumn
New York,2010-10-18,17.613373090231264,autumn
New York,2010-10-19,1.3554916180293297,autumn
New York,2010-10-20,17.201322274344175,autumn
New York,2010-10-21,19.220370588134045,autumn
New York,2010-10-22,14.575431390017402,autumn
New York,2010-10-23,16.910275217138395,autumn
New York,2010-10-24,19.453712225387278,autumn
New York,2010-10-25,21.149046956616445,autumn
New York,2010-10-26,9.35030056646934,autumn
New York,2010-10-27,12.282320283882232,autumn
New York,2010-10-28,9.541361684326686,autumn
New York,2010-10-29,14.239902561798463,autumn
New York,2010-10-30,10.02814275484516,autumn
New York,2010-10-31,8.446936399963965,autumn
New York,2010-11-01,23.026424452437634,autumn
New York,2010-11-02,11.915959273850769,autumn
New York,2010-11-03,14.50005845632304,autumn
New York,2010-11-04,19.99566893446015,autumn
New York,2010-11-05,16.06541817084854,autumn
New York,2010-11-06,20.59928409448465,autumn
New York,2010-11-07,6.406379441623439,autumn
New York,2010-11-08,15.409461941074975,autumn
New York,2010-11-09,15.524211689141275,autumn
New York,2010-11-10,26.56070812259387,autumn
New York,2010-11-11,22.354797885967024,autumn
New York,2010-11-12,17.464165145480564,autumn
New York,2010-11-13,13.063506557681063,autumn
New York,2010-11-14,16.914454940874982,autumn
New York,2010-11-15,10.632101700542762,autumn
